text,study_label,score,source
The movie does a good job of laying out some of the major issues that we encounter as we journey through life.,positive,1.57142857143,movies
Brilliantly explores the conflict between following one's heart and following the demands of tradition.,positive,2.52380952381,movies
This remake gets all there is to get out of a peculiar premise with promise: Al Pacino loathing Robin Williams.,positive,1.47619047619,movies
The next generation of mob movie. Part low rent Godfather. Part Three Stooges.,positive,0.571428571429,movies
"Lan Yu is at times too restrained, yet there are moments it captures the erotics of intimacy in a way that makes most American love stories look downright unfree.",positive,1.33333333333,movies
A thinly veiled look at different aspects of Chinese life clashing with each other.,positive,0.619047619048,movies
Light years/ several warp speeds/ levels and levels of dilithium crystals better than the pitiful Insurrection. Which isn't to say that it's the equal of some of its predecessors.,positive,1.28571428571,movies
If this story must be told and retold    and indeed it must    then The Grey Zone is to be lauded for finding a new and ingenious angle.,positive,1.80952380952,movies
"The Lion King was a roaring success when it was released eight years ago, but on Imax it seems better, not just bigger.",positive,2.85714285714,movies
"A gripping movie, played with performances that are all understated and touching.",positive,2.61111111111,movies
The piece plays as well as it does thanks in large measure to Anspaugh's three lead actresses.,positive,2.0,movies
"The inspirational screenplay by Mike Rich covers a lot of ground, perhaps too much, but ties things together, neatly, by the end.",positive,1.61111111111,movies
"Not the kind of film that will appeal to a mainstream American audience, but there is a certain charm about the film that makes it a suitable entry into the fest circuit.",positive,1.33333333333,movies
Director Andrew Niccol...demonstrates a wry understanding of the quirks of fame. His healthy sense of satire is light and fun....,positive,1.83333333333,movies
"About a manga like heroine who fights back at her abusers, it's energetic and satisfying if not deep and psychological.",positive,1.88888888889,movies
"This is human comedy at its most amusing, interesting and confirming.",positive,2.94444444444,movies
"An artful, intelligent film that stays within the confines of a well established genre.",positive,2.44444444444,movies
"Majidi is an unconventional storyteller, capable of finding beauty in the most depressing places.",positive,2.38888888889,movies
Richard Gere and Diane Lane put in fine performances as does French actor Oliver Martinez.,positive,2.0,movies
The minor figures surrounding (Bobby) ... form a gritty urban mosaic.,positive,1.22222222222,movies
"This is wild surreal stuff, but brilliant and the camera just kind of sits there and lets you look at this and its like you're going from one room to the next and none of them have any relation to the other.",positive,1.94444444444,movies
"It's a demented kitsch mess (although the smeary digital video does match the muddled narrative), but it's savvy about celebrity and has more guts and energy than much of what will open this year.",positive,1.38888888889,movies
"There is nothing outstanding about this film, but it is good enough and will likely be appreciated most by sailors and folks who know their way around a submarine.",positive,0.944444444444,movies
"All in all, the film is an enjoyable and frankly told tale of a people who live among us, but not necessarily with us.",positive,1.66666666667,movies
"An interesting story with a pertinent (cinematically unique) message, told fairly well and scored to perfection, I found myself struggling to put my finger on that elusive ''missing thing.''",positive,1.72222222222,movies
A movie with a real anarchic flair.,positive,1.44444444444,movies
"A welcome relief from baseball movies that try too hard to be mythic, this one is a sweet and modest and ultimately winning story.",positive,2.16666666667,movies
A crisp psychological drama (and) a fascinating little thriller that would have been perfect for an old ''Twilight Zone'' episode.,positive,2.11111111111,movies
It has more than a few moments that are insightful enough to be fondly remembered in the endlessly challenging maze of moviegoing.,positive,1.83333333333,movies
"Opening with some contrived banter, cliches and some loose ends, the screenplay only comes into its own in the second half.",positive,0.611111111111,movies
"An uncluttered, resonant gem that relays its universal points without lectures or confrontations.",positive,2.27777777778,movies
'(The Cockettes) provides a window into a subculture hell bent on expressing itself in every way imaginable.',positive,1.22222222222,movies
"A smart, steamy mix of road movie, coming of age story and political satire.",positive,2.22222222222,movies
The modern day royals have nothing on these guys when it comes to scandals. It's only in fairy tales that princesses that are married for political reason live happily ever after.,positive,0.944444444444,movies
"A terrific B movie    in fact, the best in recent memory.",positive,2.77777777778,movies
''Birthday Girl'' is an actor's movie first and foremost.,positive,1.27777777778,movies
I walked away from this new version of E.T. just as I hoped I would    with moist eyes.,positive,2.55555555556,movies
"For devotees of French cinema, Safe Conduct is so rich with period minutiae it's like dying and going to celluloid heaven.",positive,3.0,movies
What's really so appealing about the characters is their resemblance to everyday children.,positive,2.05555555556,movies
"Shamelessly resorting to pee related sight gags that might even cause Tom Green a grimace; still, Myer's energy and the silliness of it all eventually prevail",positive,0.4375,movies
An absurdist spider web.,negative,-0.625,movies
"If you're as happy listening to movies as you are watching them, and the slow parade of human frailty fascinates you, then you're at the right film.",positive,0.1875,movies
"This version moves beyond the original's nostalgia for the communal film experiences of yesteryear to a deeper realization of cinema's inability to stand in for true, lived experience.",positive,0.875,movies
Some movies blend together as they become distant memories. Mention ''Solaris'' five years from now and I'm sure those who saw it will have an opinion to share.,positive,1.625,movies
Allen's funniest and most likeable movie in years.,positive,2.8125,movies
It's a glorious spectacle like those D.W. Griffith made in the early days of silent film.,positive,2.625,movies
This comic gem is as delightful as it is derivative.,positive,2.4375,movies
"More timely than its director could ever have dreamed, this quietly lyrical tale probes the ambiguous welcome extended by Iran to the Afghani refugees who streamed across its borders, desperate for work and food.",positive,1.9375,movies
"The leaping story line, shaped by director Peter Kosminsky into sharp slivers and cutting impressions, shows all the signs of rich detail condensed into a few evocative images and striking character traits.",positive,2.0,movies
"With three excellent principal singers, a youthful and good looking diva and tenor and richly handsome locations, it's enough to make you wish Jacquot had left well enough alone and just filmed the opera without all these distortions of perspective.",positive,1.25,movies
"The production has been made with an enormous amount of affection, so we believe these characters love each other.",positive,1.75,movies
Certainly the performances are worthwhile.,positive,1.5625,movies
"Winds up being both revelatory and narcissistic, achieving some honest insight into relationships that most high concept films candy coat with pat storylines, precious circumstances and beautiful stars.",positive,1.9375,movies
Watching these eccentrics is both inspiring and pure joy.,positive,2.75,movies
Steven Spielberg brings us another masterpiece,positive,3.5,movies
"Finally, the French produced ''Read My Lips'' is a movie that understands characters must come first.",positive,2.125,movies
"Ms. Seigner and Mr. Serrault bring fresh, unforced naturalism to their characters.",positive,2.125,movies
Allen shows he can outgag any of those young whippersnappers making moving pictures today.,positive,2.125,movies
"A good film with a solid pedigree both in front of and, more specifically, behind the camera.",positive,2.3125,movies
"By no means a slam dunk and sure to ultimately disappoint the action fans who will be moved to the edge of their seats by the dynamic first act, it still comes off as a touching, transcendent love story.",positive,1.5,movies
I encourage young and old alike to go see this unique and entertaining twist on the classic whale's tale    you won't be sorry!,positive,2.9375,movies
A literary detective story is still a detective story and aficionados of the whodunit won't be disappointed.,positive,2.0,movies
High Crimes steals so freely from other movies and combines enough disparate types of films that it can't help but engage an audience.,positive,1.5,movies
If you're a fan of the series you'll love it and probably want to see it twice. I will be.,positive,2.6875,movies
"It celebrates the group's playful spark of nonconformity, glancing vividly back at what Hibiscus grandly called his 'angels of light.'",positive,1.9375,movies
"The story ... is inspiring, ironic, and revelatory of just how ridiculous and money oriented the record industry really is. It is also a testament to the integrity and vision of the band.",positive,2.3125,movies
"Laced with liberal doses of dark humor, gorgeous exterior photography, and a stable full of solid performances, No Such Thing is a fascinating little tale.",positive,2.625,movies
"Huppert's show to steal and she makes a meal of it, channeling Kathy Baker's creepy turn as the repressed mother on Boston Public just as much as 8 Women's Augustine.",positive,2.3125,movies
Nair doesn't treat the issues lightly. She allows each character to confront their problems openly and honestly.,positive,1.8125,movies
"One of the best silly horror movies of recent memory, with some real shocks in store for unwary viewers.",positive,2.58823529412,movies
The work of a filmmaker who has secrets buried at the heart of his story and knows how to take time revealing them. Strange occurrences build in the mind of the viewer and take on extreme urgency.,positive,2.0,movies
"Has a certain ghoulish fascination, and generates a fair amount of B movie excitement.",positive,1.41176470588,movies
Familiar but utterly delightful.,positive,2.0,movies
"A fascinating, dark thriller that keeps you hooked on the delicious pulpiness of its lurid fiction.",positive,2.52941176471,movies
"The film aims to be funny, uplifting and moving, sometimes all at once. The extent to which it succeeds is impressive.",positive,2.41176470588,movies
"The film brilliantly shines on all the characters, as the direction is intelligently accomplished.",positive,2.76470588235,movies
"While not for every taste, this often very funny collegiate gross out comedy goes a long way toward restoring the luster of the National Lampoon film franchise, too long reduced to direct to video irrelevancy.",positive,1.47058823529,movies
"As broad and cartoonish as the screenplay is, there is an accuracy of observation in the work of the director, Frank Novak, that keeps the film grounded in an undeniable social realism.",positive,1.35294117647,movies
"In addition to Hoffman's powerful acting clinic, this is that rare drama that offers a thoughtful and rewarding glimpse into the sort of heartache everyone has felt, or will feel someday.",positive,2.23529411765,movies
Jeffrey Tambor's performance as the intelligent jazz playing exterminator is Oscar worthy.,positive,3.0,movies
"From the opening strains of the Average White Band's ''Pick up the Pieces'', you can feel the love.",positive,2.11764705882,movies
Stevens' vibrant creative instincts are the difference between this and countless other flicks about guys and dolls.,positive,1.82352941176,movies
that it'll probably be the best and most mature comedy of the 2002 summer season speaks more of the season than the picture,positive,1.88235294118,movies
"Old people will love this movie, and I mean that in the nicest possible way: Last Orders will touch the heart of anyone old enough to have earned a 50 year friendship.",positive,1.82352941176,movies
Meyjes' provocative film might be called an example of the haphazardness of evil.,positive,0.882352941176,movies
Tian emphasizes the isolation of these characters by confining color to Liyan's backyard.,positive,0.529411764706,movies
The movie is pretty funny now and then without in any way demeaning its subjects.,positive,1.05882352941,movies
imagine a scenario where Bergman approaches Swedish fatalism using Gary Larson's Far Side humor,positive,1.0,movies
"Too damn weird to pass up, and for the blacklight crowd, way cheaper (and better) than Pink Floyd tickets.",positive,1.23529411765,movies
"It is most remarkable not because of its epic scope, but because of the startling intimacy it achieves despite that breadth.",positive,2.0,movies
"It's not a great monster movie. But if you've paid a matinee price and bought a big tub of popcorn, there's guilty fun to be had here. Chomp chomp!",positive,0.882352941176,movies
The Grey Zone gives voice to a story that needs to be heard in the sea of Holocaust movies...but the film suffers from its own difficulties.,negative,-0.352941176471,movies
"Others, more attuned to the anarchist maxim that 'the urge to destroy is also a creative urge', or more willing to see with their own eyes, will find Morrison's iconoclastic uses of technology to be liberating.",positive,1.29411764706,movies
"Miller tells this very compelling tale with little fuss or noise, expertly plucking tension from quiet.",positive,1.94117647059,movies
Time Out is existential drama without any of the pretension associated with the term.,positive,1.11764705882,movies
"It's a sweet, laugh a minute crowd pleaser that lifts your spirits as well as the corners of your mouth.",positive,2.05882352941,movies
Writer/director Alexander Payne (Election)and his co writer Jim Taylor brilliantly employ their quirky and fearless ability to look American angst in the eye and end up laughing.,positive,2.41176470588,movies
A movie that at its best doesn't just make the most out of its characters' flaws but insists on the virtue of imperfection.,positive,1.58823529412,movies
"It's tough to watch, but it's a fantastic movie.",positive,2.05882352941,movies
The best animated feature to hit theaters since Beauty and the Beast 11 years ago.,positive,3.36842105263,movies
What saves this deeply affecting film from being merely a collection of wrenching cases is Corcuera's attention to detail.,positive,1.15789473684,movies
Pacino is the best he's been in years and Keener is marvelous.,positive,3.0,movies
"A solid, spooky entertainment worthy of the price of a ticket.",positive,2.31578947368,movies
"By turns fanciful, grisly and engagingly quixotic.",positive,2.21052631579,movies
"... very funny, very enjoyable ...",positive,2.73684210526,movies
Adaptation is intricately constructed and in a strange way nails all of Orlean's themes without being a true adaptation of her book.,positive,1.94736842105,movies
So purely enjoyable that you might not even notice it's a fairly straightforward remake of Hollywood comedies such as Father of the Bride.,positive,2.21052631579,movies
"Moonlight Mile gives itself the freedom to feel contradictory things. It is sentimental but feels free to offend, is analytical and then surrenders to the illogic of its characters, is about grief and yet permits laughter.",positive,1.89473684211,movies
"The real triumphs in Igby come from Philippe, who makes Oliver far more interesting than the character's lines would suggest, and Sarandon, who couldn't be better as a cruel but weirdly likable WASP matron.",positive,2.05263157895,movies
Robin Williams has thankfully ditched the saccharine sentimentality of Bicentennial Man in favour of an altogether darker side.,positive,1.73684210526,movies
"If you're willing to have fun with it, you won't feel cheated by the high infidelity of Unfaithful.",positive,1.36842105263,movies
Australia: Land Beyond Time is an enjoyable Big Movie primarily because Australia is a weirdly beautiful place.,positive,1.84210526316,movies
Hoffman's performance is authentic to the core of his being.,positive,2.52631578947,movies
Told just proficiently enough to trounce its overly comfortable trappings.,positive,1.52631578947,movies
"An enthralling aesthetic experience, one that's steeped in mystery and a ravishing, baroque beauty.",positive,2.73684210526,movies
The quirky drama touches the heart and the funnybone thanks to the energetic and always surprising performance by Rachel Griffiths.,positive,2.52631578947,movies
A captivating coming of age story that may also be the first narrative film to be truly informed by the wireless age.,positive,2.42105263158,movies
What could have been a daytime soap opera is actually a compelling look at a young woman's tragic odyssey.,positive,1.94736842105,movies
Duvall is strong as always.,positive,2.05263157895,movies
A no holds barred cinematic treat.,positive,2.63157894737,movies
You'd have to be a most hard hearted person not to be moved by this drama.,positive,2.10526315789,movies
Allen's underestimated charm delivers more goodies than lumps of coal.,positive,1.52631578947,movies
"Measured against practically any like themed film other than its Oscar sweeping franchise predecessor The Silence of the Lambs, Red Dragon rates as an exceptional thriller.",positive,2.78947368421,movies
An exhilarating serving of movie fluff.,positive,1.84210526316,movies
"Maelstrom is strange and compelling, engrossing and different, a moral tale with a twisted sense of humor.",positive,2.15789473684,movies
It makes you believe the cast and crew thoroughly enjoyed themselves and believed in their small budget film.,positive,2.31578947368,movies
"Dark and disturbing, yet compelling to watch.",positive,1.52631578947,movies
"Too often, Son of the Bride becomes an exercise in trying to predict when a preordained ''big moment'' will occur and not ''if.''",negative,-0.421052631579,movies
"The picture uses humor and a heartfelt conviction to tell a story about discovering your destination in life, but also acknowledging the places, and the people, from whence you came.",positive,1.84210526316,movies
A solid piece of journalistic work that draws a picture of a man for whom political expedience became a deadly foreign policy.,positive,1.52941176471,movies
A terrific insider look at the star making machinery of tinseltown.,positive,2.47058823529,movies
It's a diverting enough hour and a half for the family audience.,positive,1.29411764706,movies
A party hearty teen flick that scalds like acid.,negative,-0.529411764706,movies
As giddy and whimsical and relevant today as it was 270 years ago.,positive,2.29411764706,movies
The film offers an intriguing what if premise.,positive,1.58823529412,movies
The Pianist is the film Roman Polanski may have been born to make.,positive,2.70588235294,movies
This version does justice both to Stevenson and to the sci fi genre.,positive,1.76470588235,movies
Poignant and delicately complex.,positive,2.41176470588,movies
"Enough may pander to our basest desires for payback, but unlike many revenge fantasies, it ultimately delivers.",positive,1.94117647059,movies
Cho's latest comic set isn't as sharp or as fresh as I'm the One That I Want... but it's still damn funny stuff.,positive,1.52941176471,movies
"In The Pianist, Polanski is saying what he has long wanted to say, confronting the roots of his own preoccupations and obsessions, and he allows nothing to get in the way.",positive,1.94117647059,movies
"Despite the film's shortcomings, the stories are quietly moving.",positive,1.23529411765,movies
"Those who love Cinema Paradiso will find the new scenes interesting, but few will find the movie improved.",positive,0.529411764706,movies
"If you come from a family that eats, meddles, argues, laughs, kibbitzes and fights together, then go see this delightful comedy.",positive,2.11764705882,movies
This bracingly truthful antidote to Hollywood teenage movies that slather Clearasil over the blemishes of youth captures the combustible mixture of a chafing inner loneliness and desperate grandiosity that tend to characterize puberty.,positive,1.70588235294,movies
The reason to see ''Sade'' lay with the chemistry and complex relationship between the marquis (Auteil) and Emilie (Le Besco).,positive,1.64705882353,movies
It's the filmmakers' post camp comprehension of what made old time B movies good bad that makes Eight Legged Freaks a perfectly entertaining summer diversion.,positive,1.76470588235,movies
"The film's strength isn't in its details, but in the larger picture it paints   of a culture in conflict with itself, with the thin veneer of nationalism that covers our deepest, media soaked fears.",positive,1.70588235294,movies
"...best seen as speculative history, as much an exploration of the paranoid impulse as a creative sequel to the Warren Report.",positive,1.0,movies
"It has its faults, but it is a kind, unapologetic, sweetheart of a movie, and Mandy Moore leaves a positive impression.",positive,1.05882352941,movies
"The Saigon of 1952 is an uneasy mix of sensual delights and simmering violence, and The Quiet American brings us right into the center of that world.",positive,1.11764705882,movies
"Despite its shortcomings, Girls Can't Swim represents an engaging and intimate first feature by a talented director to watch, and it's a worthy entry in the French coming of age genre.",positive,1.64705882353,movies
"Flawed, but worth seeing for Ambrose's performance.",positive,1.0,movies
"With Dirty Deeds, David Caesar has stepped into the mainstream of filmmaking with an assurance worthy of international acclaim and with every cinematic tool well under his control    driven by a natural sense for what works on screen.",positive,2.47058823529,movies
The humor and humanity of Monsoon Wedding are in perfect balance.,positive,2.41176470588,movies
"Lookin' for sin, American style? Try Hell House, which documents the cautionary Christian spook a rama of the same name.",positive,1.11764705882,movies
A compelling motion picture that illustrates an American tragedy.,positive,1.94117647059,movies
"As comedic spotlights go, Notorious C.H.O. hits all the verbal marks it should.",positive,1.70588235294,movies
It's a day at the beach    with air conditioning and popcorn.,positive,1.76470588235,movies
"Frida isn't that much different from many a Hollywood romance. What sets it apart is the vision that Taymor, the avant garde director of Broadway's The Lion King and the film Titus, brings.",positive,1.33333333333,movies
"Stevens has a flair for dialogue comedy, the film operates nicely off the element of surprise, and the large cast is solid.",positive,2.05555555556,movies
"Extremely well acted by the four primary actors, this is a seriously intended movie that is not easily forgotten.",positive,2.5,movies
The film exudes the urbane sweetness that Woody Allen seems to have bitterly forsaken.,positive,1.38888888889,movies
"K 19: The Widowmaker is derivative, overlong, and bombastic    yet surprisingly entertaining.",positive,1.44444444444,movies
"It's good, hard edged stuff, violent and a bit exploitative but also nicely done, morally alert and street smart.",positive,1.88888888889,movies
"Cineasts will revel in those visual in jokes, as in the film's verbal pokes at everything from the likes of Miramax chief Harvey Weinstein's bluff personal style to the stylistic rigors of Denmark's Dogma movement.",positive,1.44444444444,movies
It's a rare window on an artistic collaboration.,positive,1.5,movies
"...begins with promise, but runs aground after being snared in its own tangled plot.",negative,-0.833333333333,movies
Perhaps the best sports movie I've ever seen.,positive,3.33333333333,movies
Cho's timing is priceless.,positive,2.33333333333,movies
"...creates a visceral sense of its characters' lives and conflicted emotions that carries it far above...what could have been a melodramatic, Lifetime Channel style anthology.",positive,1.94444444444,movies
"A sensitive, moving, brilliantly constructed work.",positive,3.22222222222,movies
An edgy thriller that delivers a surprising punch.,positive,2.27777777778,movies
A reasonably entertaining sequel to 1994's surprise family hit that may strain adult credibility.,positive,1.5,movies
(Reno) delivers a monologue that manages to incorporate both the horror and the absurdity of the situation in a well balanced fashion.,positive,1.77777777778,movies
there is truth here,positive,1.05555555556,movies
"a confident, richly acted, emotionally devastating piece of work and 2002's first great film",positive,3.11111111111,movies
"A touching, small scale story of family responsibility and care in the community.",positive,1.94444444444,movies
Arteta directs one of the best ensemble casts of the year,positive,2.61111111111,movies
The casting of von Sydow ... is itself Intacto's luckiest stroke.,positive,1.88888888889,movies
"No, it's not as single minded as John Carpenter's original, but it's sure a lot smarter and more unnerving than the sequels.",positive,1.5,movies
"A gem of a romantic crime comedy that turns out to be clever, amusing and unpredictable.",positive,2.33333333333,movies
"Stands as one of the year's most intriguing movie experiences, letting its imagery speak for it while it forces you to ponder anew what a movie can be.",positive,2.66666666667,movies
"...the first 2/3 of the film are incredibly captivating and insanely funny, thanks in part to interesting cinematic devices ( cool visual backmasking), a solid cast, and some wickedly sick and twisted humor...",positive,2.22222222222,movies
This movie got me grinning. There's a part of us that cannot help be entertained by the sight of someone getting away with something.,positive,2.0,movies
An old fashioned drama of substance about a teacher's slide down the slippery slope of dishonesty after an encounter with the rich and the powerful who have nothing but disdain for virtue.,positive,1.33333333333,movies
"What's not to like about a movie with a 'children's' song that includes the line 'My stepdad's not mean, he's just adjusting'?",positive,1.38888888889,movies
"This English language version ... does full honor to Miyazaki's teeming and often unsettling landscape, and to the conflicted complexity of his characters.",positive,1.94444444444,movies
The pleasures that it does afford may be enough to keep many moviegoers occupied amidst some of the more serious minded concerns of other year end movies.,positive,1.44444444444,movies
"Not everyone will welcome or accept The Trials of Henry Kissinger as faithful portraiture, but few can argue that the debate it joins is a necessary and timely one.",positive,1.10526315789,movies
"There are no special effects, and no Hollywood endings.",negative,-0.210526315789,movies
"Like the original, this version is raised a few notches above kiddie fantasy pablum by Allen's astringent wit.",positive,1.31578947368,movies
"Despite its Hawaiian setting, the science fiction trimmings and some moments of rowdy slapstick, the basic plot of ''Lilo'' could have been pulled from a tear stained vintage Shirley Temple script.",negative,-0.684210526316,movies
A brutally honest documentary about a much anticipated family reunion that goes wrong thanks to culture shock and a refusal to empathize with others.,positive,0.894736842105,movies
"Filled with honest performances and exceptional detail, Baran is a gentle film with dramatic punch, a haunting ode to humanity.",positive,2.36842105263,movies
"Sparkles in its deft portrait of Tinseltown's seasoned veterans of gossip, wealth, paranoia, and celebrityhood.",positive,2.21052631579,movies
"In its dry and forceful way, it delivers the same message as Jiri Menzel's Closely Watched Trains and Danis Tanovic's No Man's Land.",positive,0.736842105263,movies
...a triumph of emotionally and narratively complex filmmaking.,positive,2.73684210526,movies
"(Haynes') homage to such films as ''All That Heaven Allows'' and ''Imitation of Life'' transcends them. Simply put, ''Far From Heaven'' is a masterpiece.",positive,3.52631578947,movies
An intense and effective film about loneliness and the chilly anonymity of the environments where so many of us spend so much of our time.,positive,2.31578947368,movies
"Although fairly involving as far as it goes, the film doesn't end up having much that is fresh to say about growing up Catholic or, really, anything.",negative,-0.842105263158,movies
Proves mainly that South Korean filmmakers can make undemanding action movies with all the alacrity of their Hollywood counterparts.,positive,1.05263157895,movies
A very funny romantic comedy about two skittish New York middle agers who stumble into a relationship and then struggle furiously with their fears and foibles.,positive,2.36842105263,movies
Top notch action powers this romantic drama.,positive,2.36842105263,movies
"Beresford nicely mixes in as much humor as pathos to take us on his sentimental journey of the heart. It really is a shame that more won't get an opportunity to embrace small, sweet 'Evelyn.'",positive,2.10526315789,movies
"I stopped thinking about how good it all was, and started doing nothing but reacting to it   feeling a part of its grand locations, thinking urgently as the protagonists struggled, feeling at the mercy of its inventiveness, gasping at its visual delights.",positive,2.57894736842,movies
Probably the best case for Christianity since Chesterton and Lewis.,positive,2.21052631579,movies
"A gently funny, sweetly adventurous film that makes you feel genuinely good, that is to say, entirely unconned by false sentiment or sharp, overmanipulative Hollywood practices.",positive,2.36842105263,movies
"Would be an unendurable viewing experience for this ultra provincial New Yorker if 26 year old Reese Witherspoon were not on hand to inject her pure fantasy character, Melanie Carmichael, with a massive infusion of old fashioned Hollywood magic.",positive,0.263157894737,movies
"Visually fascinating ... an often intense character study about fathers and sons, loyalty and duty.",positive,2.05263157895,movies
A lyrical metaphor for cultural and personal self discovery and a picaresque view of a little remembered world.,positive,1.78947368421,movies
Schütte's dramatic snapshot of the artist three days before his death offers an interesting bit of speculation as to the issues Brecht faced as his life drew to a close.,positive,1.26315789474,movies
"A slick, engrossing melodrama.",positive,2.0,movies
"S1M0NE's satire is not subtle, but it is effective. It's a quirky, off beat project.",positive,1.36842105263,movies
"While some will object to the idea of a Vietnam picture with such a rah rah, patriotic tone, Soldiers ultimately achieves its main strategic objective: dramatizing the human cost of the conflict that came to define a generation.",positive,1.52631578947,movies
"Even if you don't know the band or the album's songs by heart, you will enjoy seeing how both evolve, and you will also learn a good deal about the state of the music business in the 21st Century.",positive,1.63157894737,movies
The solid filmmaking and convincing characters makes this a high water mark for this genre.,positive,2.63157894737,movies
"Films about loss, grief and recovery are pretty valuable these days. Seen in that light, Moonlight Mile should strike a nerve in many.",positive,2.0,movies
"It's endlessly inventive, consistently intelligent and sickeningly savage.",positive,2.84210526316,movies
It is definitely worth seeing.,positive,2.14285714286,movies
An impeccable study in perversity.,positive,1.90476190476,movies
"Far From Heaven is a dazzling conceptual feat, but more than that, it's a work of enthralling drama.",positive,2.7619047619,movies
"A movie that both thrills the eye and, in its over the top way, touches the heart.",positive,2.57142857143,movies
"Stuffed to the brim with ideas, American instigator Michael Moore's film is a rambling examination of American gun culture that uses his usual modus operandi of crucifixion through juxtaposition.",positive,0.952380952381,movies
"Affectionately reminds us that, in any language, the huge stuff in life can usually be traced back to the little things.",positive,1.42857142857,movies
"A drama of great power, yet some members of the audience will leave the theater believing they have seen a comedy.",positive,1.28571428571,movies
"The large frame IMAX camera lends itself beautifully to filming the teeming life on the reefs, making this gorgeous film a must for everyone from junior scientists to grown up fish lovers.",positive,2.61904761905,movies
"The result is more depressing than liberating, but it's never boring.",positive,1.04761904762,movies
A story about intelligent high school students that deals with first love sweetly but also seriously. It is also beautifully acted.,positive,2.2380952381,movies
"It isn't that the picture is unfamiliar, but that it manages to find new avenues of discourse on old problems.",positive,1.2380952381,movies
"Same song, second verse, coulda been better, but it coulda been worse.",neutral,0.047619047619,movies
"It's a technically superb film, shining with all the usual Spielberg flair, expertly utilizing the talents of his top notch creative team.",positive,2.85714285714,movies
"Wilco fans will have a great time, and the movie should win the band a few new converts, too.",positive,2.0,movies
"Tsai has a well deserved reputation as one of the cinema world's great visual stylists, and in this film, every shot enhances the excellent performances.",positive,3.04761904762,movies
The date movie that Franz Kafka would have made.,positive,1.04761904762,movies
"The fact is that the screen is most alive when it seems most likely that Broomfield's interviewees, or even himself, will not be for much longer.",positive,0.809523809524,movies
Leguizamo and Jones are both excellent and the rest of the cast is uniformly superb.,positive,2.7619047619,movies
I liked this film a lot...,positive,2.38095238095,movies
...there is enough originality in 'Life' to distance it from the pack of paint by number romantic comedies that so often end up on cinema screens.,positive,1.80952380952,movies
A solid and refined piece of moviemaking imbued with passion and attitude.,positive,2.33333333333,movies
"Nettelbeck has crafted an engaging fantasy of flavours and emotions, one part romance novel, one part recipe book.",positive,2.14285714286,movies
"With or without the sex, a wonderful tale of love and destiny, told well by a master storyteller",positive,2.7619047619,movies
"On the surface a silly comedy, Scotland, PA would be forgettable if it weren't such a clever adaptation of the bard's tragic play.",positive,1.57142857143,movies
"A weird, arresting little ride.",positive,1.2380952381,movies
"A fine film, but it would be a lot better if it stuck to Betty Fisher and left out the other stories.",positive,1.0,movies
"A first class road movie that proves you can run away from home, but your ego and all your problems go with you.",positive,1.95238095238,movies
"You might want to take a reality check before you pay the full ticket price to see ''Simone,'' and consider a DVD rental instead.",negative,-1.19047619048,movies
Well cast and well directed   a powerful drama with enough sardonic wit to keep it from being maudlin.,positive,2.04761904762,movies
A backstage must see for true fans of comedy.,positive,2.52380952381,movies
"There's back stabbing, inter racial desire and, most importantly, singing and dancing.",positive,0.736842105263,movies
"The film sounds like the stuff of lurid melodrama, but what makes it interesting as a character study is the fact that the story is told from Paul's perspective.",positive,1.26315789474,movies
"Jones ... makes a great impression as the writer director of this little $1.8 million charmer, which may not be cutting edge indie filmmaking but has a huge heart.",positive,1.94736842105,movies
"In the disturbingly involving family dysfunctional drama How I Killed My Father, French director Anne Fontaine delivers an inspired portrait of male ridden angst and the emotional blockage that accompanies this human condition",positive,1.73684210526,movies
"Below may not mark Mr. Twohy's emergence into the mainstream, but his promise remains undiminished.",positive,1.10526315789,movies
There's no reason to miss Interview with the Assassin,positive,2.10526315789,movies
Happily stays close to the ground in a spare and simple manner and doesn't pummel us with phony imagery or music.,positive,1.68421052632,movies
Its sheer dynamism is infectious.,positive,1.94736842105,movies
"For his first attempt at film noir, Spielberg presents a fascinating but flawed look at the near future.",positive,0.947368421053,movies
it somehow managed to make its way past my crappola radar and find a small place in my heart,positive,1.31578947368,movies
"Perhaps it's cliche to call the film 'refreshing,' but it is. 'Drumline' shows a level of young, Black manhood that is funny, touching, smart and complicated.",positive,2.47368421053,movies
"It does give a taste of the Burning Man ethos, an appealing blend of counter cultural idealism and hedonistic creativity.",positive,1.78947368421,movies
The limited sets and small confined and dark spaces also are homages to a classic low budget film noir movie.,positive,0.684210526316,movies
"The movie is well done, but slow.",positive,1.0,movies
"(A) wonderfully loopy tale of love, longing, and voting.",positive,2.26315789474,movies
"The fascination comes in the power of the Huston performance, which seems so larger than life and yet so fragile, and in the way the Ivan character accepts the news of his illness so quickly but still finds himself unable to react.",positive,1.63157894737,movies
"The last scenes of the film are anguished, bitter and truthful. Mr. Koshashvili is a director to watch.",positive,2.36842105263,movies
Predictable storyline and by the book scripting is all but washed away by sumptuous ocean visuals and the cinematic stylings of director John Stockwell.,positive,0.736842105263,movies
"Antwone Fisher certainly does the trick of making us care about its protagonist and celebrate his victories but, with few exceptions, it rarely stoops to cheap manipulation or corny conventions to do it.",positive,1.21052631579,movies
"One feels the dimming of a certain ambition, but in its place a sweetness, clarity and emotional openness that recalls the classics of early Italian neorealism.",positive,1.78947368421,movies
